,text,tokens,filtered_tokens,tagged_tokens,nouns
1455,I got the white pizza and bf got the meatlover,"['I', 'got', 'the', 'white', 'pizza', 'and', 'bf', 'got', 'the', 'meatlover']","['i', 'got', 'white', 'pizza', 'bf', 'got', 'meatlover']","[('i', 'NN'), ('got', 'VBD'), ('white', 'JJ'), ('pizza', 'NN'), ('bf', 'NN'), ('got', 'VBD'), ('meatlover', 'RB')]","['i', 'pizza', 'bf']"
1456,"His was super greasy! 

All n all- nothing too special, but it is convenient if you want a quick bite.","['His', 'was', 'super', 'greasy', '!', 'All', 'n', 'all-', 'nothing', 'too', 'special', ',', 'but', 'it', 'is', 'convenient', 'if', 'you', 'want', 'a', 'quick', 'bite', '.']","['his', 'super', 'greasy', '!', 'all', 'n', 'all-', 'nothing', 'special', ',', 'convenient', 'want', 'quick', 'bite', '.']","[('his', 'PRP$'), ('super', 'JJ'), ('greasy', 'NN'), ('!', '.'), ('all', 'DT'), ('n', 'JJ'), ('all-', 'JJ'), ('nothing', 'NN'), ('special', 'JJ'), (',', ','), ('convenient', 'JJ'), ('want', 'VBP'), ('quick', 'JJ'), ('bite', 'NN'), ('.', '.')]","['greasy', 'nothing', 'bite']"
1457,"Okay, the location was truly a ""secret""","['Okay', ',', 'the', 'location', 'was', 'truly', 'a', '``', 'secret', ""''""]","['okay', ',', 'location', 'truly', '``', 'secret', ""''""]","[('okay', 'NN'), (',', ','), ('location', 'NN'), ('truly', 'RB'), ('``', '``'), ('secret', 'JJ'), (""''"", ""''"")]","['okay', 'location']"
1458," Once we found it, we were very impressed","['Once', 'we', 'found', 'it', ',', 'we', 'were', 'very', 'impressed']","['once', 'found', ',', 'impressed']","[('once', 'RB'), ('found', 'VBN'), (',', ','), ('impressed', 'JJ')]",[]
1459, It was great pizza,"['It', 'was', 'great', 'pizza']","['it', 'great', 'pizza']","[('it', 'PRP'), ('great', 'JJ'), ('pizza', 'NN')]",['pizza']
1460,"It was a little more on the greasy side than we like our pizza, but it was still pretty good","['It', 'was', 'a', 'little', 'more', 'on', 'the', 'greasy', 'side', 'than', 'we', 'like', 'our', 'pizza', ',', 'but', 'it', 'was', 'still', 'pretty', 'good']","['it', 'little', 'greasy', 'side', 'like', 'pizza', ',', 'still', 'pretty', 'good']","[('it', 'PRP'), ('little', 'JJ'), ('greasy', 'JJ'), ('side', 'NN'), ('like', 'IN'), ('pizza', 'NN'), (',', ','), ('still', 'RB'), ('pretty', 'RB'), ('good', 'JJ')]","['side', 'pizza']"
1461," If we are ever in Vegas again, we will definitely go back.","['If', 'we', 'are', 'ever', 'in', 'Vegas', 'again', ',', 'we', 'will', 'definitely', 'go', 'back', '.']","['if', 'ever', 'vegas', ',', 'definitely', 'go', 'back', '.']","[('if', 'IN'), ('ever', 'RB'), ('vegas', 'FW'), (',', ','), ('definitely', 'RB'), ('go', 'VB'), ('back', 'RB'), ('.', '.')]",[]
1462,The pizza was so good I ended up going back the next day,"['The', 'pizza', 'was', 'so', 'good', 'I', 'ended', 'up', 'going', 'back', 'the', 'next', 'day']","['the', 'pizza', 'good', 'i', 'ended', 'going', 'back', 'next', 'day']","[('the', 'DT'), ('pizza', 'NN'), ('good', 'JJ'), ('i', 'NN'), ('ended', 'VBD'), ('going', 'VBG'), ('back', 'RB'), ('next', 'JJ'), ('day', 'NN')]","['pizza', 'i', 'day']"
1463,"
Great price with quick and excellent service.","['Great', 'price', 'with', 'quick', 'and', 'excellent', 'service', '.']","['great', 'price', 'quick', 'excellent', 'service', '.']","[('great', 'JJ'), ('price', 'NN'), ('quick', 'JJ'), ('excellent', 'JJ'), ('service', 'NN'), ('.', '.')]","['price', 'service']"
1464,I am a lover of New York style thin crust pizza and this place definitely delivered,"['I', 'am', 'a', 'lover', 'of', 'New', 'York', 'style', 'thin', 'crust', 'pizza', 'and', 'this', 'place', 'definitely', 'delivered']","['i', 'lover', 'new', 'york', 'style', 'thin', 'crust', 'pizza', 'place', 'definitely', 'delivered']","[('i', 'NN'), ('lover', 'VBP'), ('new', 'JJ'), ('york', 'NN'), ('style', 'NN'), ('thin', 'JJ'), ('crust', 'NN'), ('pizza', 'NN'), ('place', 'NN'), ('definitely', 'RB'), ('delivered', 'VBD')]","['i', 'york', 'style', 'crust', 'pizza', 'place']"
1465,"At this visit, I tried a slice with meatballs and pepperocinis and a meat lovers","['At', 'this', 'visit', ',', 'I', 'tried', 'a', 'slice', 'with', 'meatballs', 'and', 'pepperocinis', 'and', 'a', 'meat', 'lovers']","['at', 'visit', ',', 'i', 'tried', 'slice', 'meatballs', 'pepperocinis', 'meat', 'lovers']","[('at', 'IN'), ('visit', 'NN'), (',', ','), ('i', 'NN'), ('tried', 'VBD'), ('slice', 'NN'), ('meatballs', 'NNS'), ('pepperocinis', 'VBP'), ('meat', 'NN'), ('lovers', 'NNS')]","['visit', 'i', 'slice', 'meatballs', 'meat', 'lovers']"
1466,"They had the right mixture of heat, grease, sauce and cheese","['They', 'had', 'the', 'right', 'mixture', 'of', 'heat', ',', 'grease', ',', 'sauce', 'and', 'cheese']","['they', 'right', 'mixture', 'heat', ',', 'grease', ',', 'sauce', 'cheese']","[('they', 'PRP'), ('right', 'RB'), ('mixture', 'NN'), ('heat', 'NN'), (',', ','), ('grease', 'NN'), (',', ','), ('sauce', 'VB'), ('cheese', 'NN')]","['mixture', 'heat', 'grease', 'cheese']"
1467,I will definitely be going back next time I'm in Vegas.,"['I', 'will', 'definitely', 'be', 'going', 'back', 'next', 'time', 'I', ""'m"", 'in', 'Vegas', '.']","['i', 'definitely', 'going', 'back', 'next', 'time', 'i', ""'m"", 'vegas', '.']","[('i', 'NN'), ('definitely', 'RB'), ('going', 'VBG'), ('back', 'RB'), ('next', 'JJ'), ('time', 'NN'), ('i', 'JJ'), (""'m"", 'VBP'), ('vegas', 'NN'), ('.', '.')]","['i', 'time', 'vegas']"
1468,Amazing and in my favorite Hotel/Casino!!!  You can order a whole pie for your room or enjoy it after a late night,"['Amazing', 'and', 'in', 'my', 'favorite', 'Hotel/Casino', '!', '!', '!', 'You', 'can', 'order', 'a', 'whole', 'pie', 'for', 'your', 'room', 'or', 'enjoy', 'it', 'after', 'a', 'late', 'night']","['amazing', 'favorite', 'hotel/casino', '!', '!', '!', 'you', 'order', 'whole', 'pie', 'room', 'enjoy', 'late', 'night']","[('amazing', 'VBG'), ('favorite', 'JJ'), ('hotel/casino', 'NN'), ('!', '.'), ('!', '.'), ('!', '.'), ('you', 'PRP'), ('order', 'NN'), ('whole', 'JJ'), ('pie', 'NN'), ('room', 'NN'), ('enjoy', 'NN'), ('late', 'JJ'), ('night', 'NN')]","['hotel/casino', 'order', 'pie', 'room', 'enjoy', 'night']"
1469,"

Staff is always friendly!  Crust has great flavor to...this is always important!!  The toppings and combos are endless!!  This is as close to NYC pizza as you can get in Vegas!","['Staff', 'is', 'always', 'friendly', '!', 'Crust', 'has', 'great', 'flavor', 'to', '...', 'this', 'is', 'always', 'important', '!', '!', 'The', 'toppings', 'and', 'combos', 'are', 'endless', '!', '!', 'This', 'is', 'as', 'close', 'to', 'NYC', 'pizza', 'as', 'you', 'can', 'get', 'in', 'Vegas', '!']","['staff', 'always', 'friendly', '!', 'crust', 'great', 'flavor', '...', 'always', 'important', '!', '!', 'the', 'toppings', 'combos', 'endless', '!', '!', 'this', 'close', 'nyc', 'pizza', 'get', 'vegas', '!']","[('staff', 'NN'), ('always', 'RB'), ('friendly', 'RB'), ('!', '.'), ('crust', 'NN'), ('great', 'JJ'), ('flavor', 'NN'), ('...', ':'), ('always', 'RB'), ('important', 'JJ'), ('!', '.'), ('!', '.'), ('the', 'DT'), ('toppings', 'NNS'), ('combos', 'VBP'), ('endless', 'JJ'), ('!', '.'), ('!', '.'), ('this', 'DT'), ('close', 'JJ'), ('nyc', 'NN'), ('pizza', 'NN'), ('get', 'VB'), ('vegas', 'NN'), ('!', '.')]","['staff', 'crust', 'flavor', 'toppings', 'nyc', 'pizza', 'vegas']"
1470,This place is not listed on the hotel directory but outbids next to the entrance of the boulevard,"['This', 'place', 'is', 'not', 'listed', 'on', 'the', 'hotel', 'directory', 'but', 'outbids', 'next', 'to', 'the', 'entrance', 'of', 'the', 'boulevard']","['this', 'place', 'listed', 'hotel', 'directory', 'outbids', 'next', 'entrance', 'boulevard']","[('this', 'DT'), ('place', 'NN'), ('listed', 'VBD'), ('hotel', 'NN'), ('directory', 'NN'), ('outbids', 'NNS'), ('next', 'IN'), ('entrance', 'NN'), ('boulevard', 'NN')]","['place', 'hotel', 'directory', 'outbids', 'entrance', 'boulevard']"
1471,This was probably one of my favorite places to eat while in Vegas,"['This', 'was', 'probably', 'one', 'of', 'my', 'favorite', 'places', 'to', 'eat', 'while', 'in', 'Vegas']","['this', 'probably', 'one', 'favorite', 'places', 'eat', 'vegas']","[('this', 'DT'), ('probably', 'RB'), ('one', 'CD'), ('favorite', 'JJ'), ('places', 'NNS'), ('eat', 'VBP'), ('vegas', 'NNS')]","['places', 'vegas']"
1472,The price was awesome for 1 slice of pizza,"['The', 'price', 'was', 'awesome', 'for', '1', 'slice', 'of', 'pizza']","['the', 'price', 'awesome', '1', 'slice', 'pizza']","[('the', 'DT'), ('price', 'NN'), ('awesome', 'VBD'), ('1', 'CD'), ('slice', 'NN'), ('pizza', 'NN')]","['price', 'slice', 'pizza']"
1473,I absolutely fell in love with the Meatball and Ricotta pizza,"['I', 'absolutely', 'fell', 'in', 'love', 'with', 'the', 'Meatball', 'and', 'Ricotta', 'pizza']","['i', 'absolutely', 'fell', 'love', 'meatball', 'ricotta', 'pizza']","[('i', 'NN'), ('absolutely', 'RB'), ('fell', 'VBD'), ('love', 'VB'), ('meatball', 'NN'), ('ricotta', 'NN'), ('pizza', 'NN')]","['i', 'meatball', 'ricotta', 'pizza']"
1474,"Got it 3 separate times!! The line may look long, but it's well worth it and they put your ordered slices back into the oven to make it a fresh delicious slice","['Got', 'it', '3', 'separate', 'times', '!', '!', 'The', 'line', 'may', 'look', 'long', ',', 'but', 'it', ""'s"", 'well', 'worth', 'it', 'and', 'they', 'put', 'your', 'ordered', 'slices', 'back', 'into', 'the', 'oven', 'to', 'make', 'it', 'a', 'fresh', 'delicious', 'slice']","['got', '3', 'separate', 'times', '!', '!', 'the', 'line', 'may', 'look', 'long', ',', ""'s"", 'well', 'worth', 'put', 'ordered', 'slices', 'back', 'oven', 'make', 'fresh', 'delicious', 'slice']","[('got', 'VBD'), ('3', 'CD'), ('separate', 'JJ'), ('times', 'NNS'), ('!', '.'), ('!', '.'), ('the', 'DT'), ('line', 'NN'), ('may', 'MD'), ('look', 'VB'), ('long', 'RB'), (',', ','), (""'s"", 'POS'), ('well', 'RB'), ('worth', 'JJ'), ('put', 'VBN'), ('ordered', 'VBD'), ('slices', 'NNS'), ('back', 'RB'), ('oven', 'RB'), ('make', 'VBP'), ('fresh', 'JJ'), ('delicious', 'JJ'), ('slice', 'NN')]","['times', 'line', 'slices', 'slice']"
1475,Definitely a must if in/near the Cosmopolitan,"['Definitely', 'a', 'must', 'if', 'in/near', 'the', 'Cosmopolitan']","['definitely', 'must', 'in/near', 'cosmopolitan']","[('definitely', 'RB'), ('must', 'MD'), ('in/near', 'VB'), ('cosmopolitan', 'NN')]",['cosmopolitan']
1476,"

Location: 3rd floor down the long hallway","['Location', ':', '3rd', 'floor', 'down', 'the', 'long', 'hallway']","['location', ':', '3rd', 'floor', 'long', 'hallway']","[('location', 'NN'), (':', ':'), ('3rd', 'CD'), ('floor', 'NN'), ('long', 'RB'), ('hallway', 'RB')]","['location', 'floor']"
1477,There's no sign (hence: Secret) but have fun hunting! You won't regret it.,"['There', ""'s"", 'no', 'sign', '(', 'hence', ':', 'Secret', ')', 'but', 'have', 'fun', 'hunting', '!', 'You', 'wo', ""n't"", 'regret', 'it', '.']","['there', ""'s"", 'sign', '(', 'hence', ':', 'secret', ')', 'fun', 'hunting', '!', 'you', 'wo', ""n't"", 'regret', '.']","[('there', 'EX'), (""'s"", 'VBZ'), ('sign', 'NN'), ('(', '('), ('hence', 'NN'), (':', ':'), ('secret', 'NN'), (')', ')'), ('fun', 'NN'), ('hunting', 'VBG'), ('!', '.'), ('you', 'PRP'), ('wo', 'MD'), (""n't"", 'RB'), ('regret', 'VB'), ('.', '.')]","['sign', 'hence', 'secret', 'fun']"
1478,We tried the pepperoni and white pizzas,"['We', 'tried', 'the', 'pepperoni', 'and', 'white', 'pizzas']","['we', 'tried', 'pepperoni', 'white', 'pizzas']","[('we', 'PRP'), ('tried', 'VBD'), ('pepperoni', 'JJ'), ('white', 'JJ'), ('pizzas', 'NN')]",['pizzas']
1479,The crust was thin and crispy - probably the best thin crust I've had (although I've never eaten pizza in New York),"['The', 'crust', 'was', 'thin', 'and', 'crispy', '-', 'probably', 'the', 'best', 'thin', 'crust', 'I', ""'ve"", 'had', '(', 'although', 'I', ""'ve"", 'never', 'eaten', 'pizza', 'in', 'New', 'York', ')']","['the', 'crust', 'thin', 'crispy', '-', 'probably', 'best', 'thin', 'crust', 'i', ""'ve"", '(', 'although', 'i', ""'ve"", 'never', 'eaten', 'pizza', 'new', 'york', ')']","[('the', 'DT'), ('crust', 'NN'), ('thin', 'JJ'), ('crispy', 'NN'), ('-', ':'), ('probably', 'RB'), ('best', 'JJS'), ('thin', 'JJ'), ('crust', 'NN'), ('i', 'NN'), (""'ve"", 'VBP'), ('(', '('), ('although', 'IN'), ('i', 'NN'), (""'ve"", 'VBP'), ('never', 'RB'), ('eaten', 'VBN'), ('pizza', 'JJ'), ('new', 'JJ'), ('york', 'NN'), (')', ')')]","['crust', 'crispy', 'crust', 'i', 'i', 'york']"
1480,"True, it's like $5/slice, but it sure hit the spot.","['True', ',', 'it', ""'s"", 'like', '$', '5/slice', ',', 'but', 'it', 'sure', 'hit', 'the', 'spot', '.']","['true', ',', ""'s"", 'like', '$', '5/slice', ',', 'sure', 'hit', 'spot', '.']","[('true', 'JJ'), (',', ','), (""'s"", 'POS'), ('like', 'IN'), ('$', '$'), ('5/slice', 'CD'), (',', ','), ('sure', 'JJ'), ('hit', 'VBD'), ('spot', 'NN'), ('.', '.')]",['spot']
1481,I've had Secret pizza a few times because I work at the Cosmopolitan and I have to say that I don't really get the hype,"['I', ""'ve"", 'had', 'Secret', 'pizza', 'a', 'few', 'times', 'because', 'I', 'work', 'at', 'the', 'Cosmopolitan', 'and', 'I', 'have', 'to', 'say', 'that', 'I', 'do', ""n't"", 'really', 'get', 'the', 'hype']","['i', ""'ve"", 'secret', 'pizza', 'times', 'i', 'work', 'cosmopolitan', 'i', 'say', 'i', ""n't"", 'really', 'get', 'hype']","[('i', 'NN'), (""'ve"", 'VBP'), ('secret', 'VBN'), ('pizza', 'NN'), ('times', 'NNS'), ('i', 'JJ'), ('work', 'VBP'), ('cosmopolitan', 'JJ'), ('i', 'NNS'), ('say', 'VBP'), ('i', 'VBP'), (""n't"", 'RB'), ('really', 'RB'), ('get', 'VB'), ('hype', 'NN')]","['i', 'pizza', 'times', 'i', 'hype']"
1482,"I've never tried it when I was drunk though, so maybe that is the key","['I', ""'ve"", 'never', 'tried', 'it', 'when', 'I', 'was', 'drunk', 'though', ',', 'so', 'maybe', 'that', 'is', 'the', 'key']","['i', ""'ve"", 'never', 'tried', 'i', 'drunk', 'though', ',', 'maybe', 'key']","[('i', 'NN'), (""'ve"", 'VBP'), ('never', 'RB'), ('tried', 'VBN'), ('i', 'JJ'), ('drunk', 'NN'), ('though', 'IN'), (',', ','), ('maybe', 'RB'), ('key', 'JJ')]","['i', 'drunk']"
1483,"The slices are big and the crust is pretty good, but other than that, I really don't see why everyone says its ""the best pizza I've ever had""","['The', 'slices', 'are', 'big', 'and', 'the', 'crust', 'is', 'pretty', 'good', ',', 'but', 'other', 'than', 'that', ',', 'I', 'really', 'do', ""n't"", 'see', 'why', 'everyone', 'says', 'its', '``', 'the', 'best', 'pizza', 'I', ""'ve"", 'ever', 'had', ""''""]","['the', 'slices', 'big', 'crust', 'pretty', 'good', ',', ',', 'i', 'really', ""n't"", 'see', 'everyone', 'says', '``', 'best', 'pizza', 'i', ""'ve"", 'ever', ""''""]","[('the', 'DT'), ('slices', 'NNS'), ('big', 'JJ'), ('crust', 'NN'), ('pretty', 'RB'), ('good', 'JJ'), (',', ','), (',', ','), ('i', 'NNS'), ('really', 'RB'), (""n't"", 'RB'), ('see', 'VB'), ('everyone', 'NN'), ('says', 'VBZ'), ('``', '``'), ('best', 'JJS'), ('pizza', 'NN'), ('i', 'NN'), (""'ve"", 'VBP'), ('ever', 'RB'), (""''"", ""''"")]","['slices', 'crust', 'i', 'everyone', 'pizza', 'i']"
1484,Its mediocre at best,"['Its', 'mediocre', 'at', 'best']","['its', 'mediocre', 'best']","[('its', 'PRP$'), ('mediocre', 'NN'), ('best', 'JJS')]",['mediocre']
1485,"Try the cheesecake though, its pretty good for being in a small little pizza place.","['Try', 'the', 'cheesecake', 'though', ',', 'its', 'pretty', 'good', 'for', 'being', 'in', 'a', 'small', 'little', 'pizza', 'place', '.']","['try', 'cheesecake', 'though', ',', 'pretty', 'good', 'small', 'little', 'pizza', 'place', '.']","[('try', 'VB'), ('cheesecake', 'NN'), ('though', 'IN'), (',', ','), ('pretty', 'RB'), ('good', 'JJ'), ('small', 'JJ'), ('little', 'JJ'), ('pizza', 'JJ'), ('place', 'NN'), ('.', '.')]","['cheesecake', 'place']"
1486,Small joint in the Cosmo But...,"['Small', 'joint', 'in', 'the', 'Cosmo', 'But', '...']","['small', 'joint', 'cosmo', 'but', '...']","[('small', 'JJ'), ('joint', 'JJ'), ('cosmo', 'NN'), ('but', 'CC'), ('...', ':')]",['cosmo']
1487,Staff was so friendly,"['Staff', 'was', 'so', 'friendly']","['staff', 'friendly']","[('staff', 'NN'), ('friendly', 'RB')]",['staff']
1488,Pizza was good,"['Pizza', 'was', 'good']","['pizza', 'good']","[('pizza', 'NN'), ('good', 'JJ')]",['pizza']
1489,Very good,"['Very', 'good']","['very', 'good']","[('very', 'RB'), ('good', 'JJ')]",[]
1490,I recommend this joint for a good piece of pizza,"['I', 'recommend', 'this', 'joint', 'for', 'a', 'good', 'piece', 'of', 'pizza']","['i', 'recommend', 'joint', 'good', 'piece', 'pizza']","[('i', 'JJ'), ('recommend', 'VBP'), ('joint', 'JJ'), ('good', 'JJ'), ('piece', 'NN'), ('pizza', 'NN')]","['piece', 'pizza']"
1491,Lines are long after 5,"['Lines', 'are', 'long', 'after', '5']","['lines', 'long', '5']","[('lines', 'NNS'), ('long', 'RB'), ('5', 'CD')]",['lines']
1492, Shhhhhh,['Shhhhhh'],['shhhhhh'],"[('shhhhhh', 'NN')]",['shhhhhh']
1493,Its a secret,"['Its', 'a', 'secret']","['its', 'secret']","[('its', 'PRP$'), ('secret', 'NN')]",['secret']
1494,"yumm, ask for a slice of white pie or pepporoni pie, after 1am extra long lines

best pie on the strip, one of my best top 3 pies","['yumm', ',', 'ask', 'for', 'a', 'slice', 'of', 'white', 'pie', 'or', 'pepporoni', 'pie', ',', 'after', '1am', 'extra', 'long', 'lines', 'best', 'pie', 'on', 'the', 'strip', ',', 'one', 'of', 'my', 'best', 'top', '3', 'pies']","['yumm', ',', 'ask', 'slice', 'white', 'pie', 'pepporoni', 'pie', ',', '1am', 'extra', 'long', 'lines', 'best', 'pie', 'strip', ',', 'one', 'best', 'top', '3', 'pies']","[('yumm', 'NN'), (',', ','), ('ask', 'VB'), ('slice', 'JJ'), ('white', 'JJ'), ('pie', 'NN'), ('pepporoni', 'NN'), ('pie', 'NN'), (',', ','), ('1am', 'CD'), ('extra', 'JJ'), ('long', 'RB'), ('lines', 'NNS'), ('best', 'RB'), ('pie', 'NN'), ('strip', 'NN'), (',', ','), ('one', 'CD'), ('best', 'JJS'), ('top', 'JJ'), ('3', 'CD'), ('pies', 'NNS')]","['yumm', 'pie', 'pepporoni', 'pie', 'lines', 'pie', 'strip', 'pies']"
1495,"after 1am geet ready to wait, this is the go to spot for late night munchies after the club to sober up, white pie & pepporoni, are my faves, if theirs more then 2-3 of you are better off buying a whole pie, you are better off calling it in, it is between blue ribbon sushi and some mexican joint ithink on the 3rd floor","['after', '1am', 'geet', 'ready', 'to', 'wait', ',', 'this', 'is', 'the', 'go', 'to', 'spot', 'for', 'late', 'night', 'munchies', 'after', 'the', 'club', 'to', 'sober', 'up', ',', 'white', 'pie', '&', 'pepporoni', ',', 'are', 'my', 'faves', ',', 'if', 'theirs', 'more', 'then', '2-3', 'of', 'you', 'are', 'better', 'off', 'buying', 'a', 'whole', 'pie', ',', 'you', 'are', 'better', 'off', 'calling', 'it', 'in', ',', 'it', 'is', 'between', 'blue', 'ribbon', 'sushi', 'and', 'some', 'mexican', 'joint', 'ithink', 'on', 'the', '3rd', 'floor']","['1am', 'geet', 'ready', 'wait', ',', 'go', 'spot', 'late', 'night', 'munchies', 'club', 'sober', ',', 'white', 'pie', '&', 'pepporoni', ',', 'faves', ',', '2-3', 'better', 'buying', 'whole', 'pie', ',', 'better', 'calling', ',', 'blue', 'ribbon', 'sushi', 'mexican', 'joint', 'ithink', '3rd', 'floor']","[('1am', 'CD'), ('geet', 'NN'), ('ready', 'JJ'), ('wait', 'NN'), (',', ','), ('go', 'VB'), ('spot', 'NN'), ('late', 'RB'), ('night', 'NN'), ('munchies', 'NNS'), ('club', 'VBP'), ('sober', 'NN'), (',', ','), ('white', 'JJ'), ('pie', 'NN'), ('&', 'CC'), ('pepporoni', 'NN'), (',', ','), ('faves', 'NNS'), (',', ','), ('2-3', 'JJ'), ('better', 'RBR'), ('buying', 'VBG'), ('whole', 'JJ'), ('pie', 'NN'), (',', ','), ('better', 'JJR'), ('calling', 'VBG'), (',', ','), ('blue', 'JJ'), ('ribbon', 'NN'), ('sushi', 'NN'), ('mexican', 'JJ'), ('joint', 'NN'), ('ithink', 'VBP'), ('3rd', 'CD'), ('floor', 'NN')]","['geet', 'wait', 'spot', 'night', 'munchies', 'sober', 'pie', 'pepporoni', 'faves', 'pie', 'ribbon', 'sushi', 'joint', 'floor']"
1496,another bonus its in expensive $5 a slice and you cant beat that for on strip eats,"['another', 'bonus', 'its', 'in', 'expensive', '$', '5', 'a', 'slice', 'and', 'you', 'cant', 'beat', 'that', 'for', 'on', 'strip', 'eats']","['another', 'bonus', 'expensive', '$', '5', 'slice', 'cant', 'beat', 'strip', 'eats']","[('another', 'DT'), ('bonus', 'NN'), ('expensive', 'JJ'), ('$', '$'), ('5', 'CD'), ('slice', 'NN'), ('cant', 'NN'), ('beat', 'NN'), ('strip', 'NN'), ('eats', 'NNS')]","['bonus', 'slice', 'cant', 'beat', 'strip', 'eats']"
1497,Not sure what all the hype is all about but taste like regular pizza that you can pretty much get from anywhere...,"['Not', 'sure', 'what', 'all', 'the', 'hype', 'is', 'all', 'about', 'but', 'taste', 'like', 'regular', 'pizza', 'that', 'you', 'can', 'pretty', 'much', 'get', 'from', 'anywhere', '...']","['not', 'sure', 'hype', 'taste', 'like', 'regular', 'pizza', 'pretty', 'much', 'get', 'anywhere', '...']","[('not', 'RB'), ('sure', 'JJ'), ('hype', 'JJ'), ('taste', 'NN'), ('like', 'IN'), ('regular', 'JJ'), ('pizza', 'NN'), ('pretty', 'RB'), ('much', 'JJ'), ('get', 'NN'), ('anywhere', 'RB'), ('...', ':')]","['taste', 'pizza', 'get']"
1498,"3.5 stars

Location: third floor of Cosmo (floor dedicated to food at the top)","['3.5', 'stars', 'Location', ':', 'third', 'floor', 'of', 'Cosmo', '(', 'floor', 'dedicated', 'to', 'food', 'at', 'the', 'top', ')']","['3.5', 'stars', 'location', ':', 'third', 'floor', 'cosmo', '(', 'floor', 'dedicated', 'food', 'top', ')']","[('3.5', 'CD'), ('stars', 'NNS'), ('location', 'NN'), (':', ':'), ('third', 'JJ'), ('floor', 'NN'), ('cosmo', 'NN'), ('(', '('), ('floor', 'NN'), ('dedicated', 'VBN'), ('food', 'NN'), ('top', 'NN'), (')', ')')]","['stars', 'location', 'floor', 'cosmo', 'floor', 'food', 'top']"
1499,"When you go up the escalator you should see a lounge-ish area to your left (some chairs, etc.)","['When', 'you', 'go', 'up', 'the', 'escalator', 'you', 'should', 'see', 'a', 'lounge-ish', 'area', 'to', 'your', 'left', '(', 'some', 'chairs', ',', 'etc', '.', ')']","['when', 'go', 'escalator', 'see', 'lounge-ish', 'area', 'left', '(', 'chairs', ',', 'etc', '.', ')']","[('when', 'WRB'), ('go', 'VB'), ('escalator', 'NN'), ('see', 'VBP'), ('lounge-ish', 'JJ'), ('area', 'NN'), ('left', 'VBD'), ('(', '('), ('chairs', 'NNS'), (',', ','), ('etc', 'FW'), ('.', '.'), (')', ')')]","['escalator', 'area', 'chairs']"
1500,Walk over there,"['Walk', 'over', 'there']",['walk'],"[('walk', 'NN')]",['walk']
1501,Then look to your right,"['Then', 'look', 'to', 'your', 'right']","['then', 'look', 'right']","[('then', 'RB'), ('look', 'VB'), ('right', 'JJ')]",[]
1502,You should see a short walkway where the walls are lined with old records and the like,"['You', 'should', 'see', 'a', 'short', 'walkway', 'where', 'the', 'walls', 'are', 'lined', 'with', 'old', 'records', 'and', 'the', 'like']","['you', 'see', 'short', 'walkway', 'walls', 'lined', 'old', 'records', 'like']","[('you', 'PRP'), ('see', 'VBP'), ('short', 'JJ'), ('walkway', 'NN'), ('walls', 'NNS'), ('lined', 'VBD'), ('old', 'JJ'), ('records', 'NNS'), ('like', 'IN')]","['walkway', 'walls', 'records']"
1503,Bam! Secret Pizza entrance,"['Bam', '!', 'Secret', 'Pizza', 'entrance']","['bam', '!', 'secret', 'pizza', 'entrance']","[('bam', 'NN'), ('!', '.'), ('secret', 'JJ'), ('pizza', 'NN'), ('entrance', 'NN')]","['bam', 'pizza', 'entrance']"
1504,"

Pizza: Pizza was a-ok","['Pizza', ':', 'Pizza', 'was', 'a-ok']","['pizza', ':', 'pizza', 'a-ok']","[('pizza', 'NN'), (':', ':'), ('pizza', 'NN'), ('a-ok', 'NN')]","['pizza', 'pizza', 'a-ok']"
1505,We got one piece of pepperoni and some sort of sausage and another piece with pepperoni and mushroom,"['We', 'got', 'one', 'piece', 'of', 'pepperoni', 'and', 'some', 'sort', 'of', 'sausage', 'and', 'another', 'piece', 'with', 'pepperoni', 'and', 'mushroom']","['we', 'got', 'one', 'piece', 'pepperoni', 'sort', 'sausage', 'another', 'piece', 'pepperoni', 'mushroom']","[('we', 'PRP'), ('got', 'VBD'), ('one', 'CD'), ('piece', 'NN'), ('pepperoni', 'NN'), ('sort', 'NN'), ('sausage', 'NN'), ('another', 'DT'), ('piece', 'NN'), ('pepperoni', 'NN'), ('mushroom', 'NN')]","['piece', 'pepperoni', 'sort', 'sausage', 'piece', 'pepperoni', 'mushroom']"
1506,Tasty and thin without being burnt,"['Tasty', 'and', 'thin', 'without', 'being', 'burnt']","['tasty', 'thin', 'without', 'burnt']","[('tasty', 'JJ'), ('thin', 'NN'), ('without', 'IN'), ('burnt', 'NN')]","['thin', 'burnt']"
