,business_id,cool,date,funny,review_id,stars,text,useful,user_id
781310,iCQpiavjjPzJ5_3gPD5Ebg,0,2014-08-17,0,XgmBiOU0kBrw9YEbzAYlIA,4,"Thanks to Yelp for suggesting this pizza spot in Las Vegas. As others have said it is a little hard to find, but worth it. Very flavorful thin pizza for a decent price.  

The spot is located on the third floor of the Cosmopolitan Hotel/Casino. It is to the right of the Japanese restaurant and has no signs. Best to order well in advance if you want carry out. 

The line for walk in guests could take a while.",1,sumrPbFx7c8-Xf542da7hQ
786498,iCQpiavjjPzJ5_3gPD5Ebg,0,2011-05-21,0,mRJwsUmNCCQw-pyRj5P-8g,5,"Like everyone says, this is an unadvertised pizza ""hole-in-the-wall"" joint (if you can call a place with marble counters and tin ceiling moldings a hole-in-the-wall) on the 3rd floor of the Cosmo located down a long hallway between Blue Ribbon and Jaleo. You'll know you're going down the right hallway when you see a pinball machine at the end. 

Honestly, this is the closest to NYC style that I've had since grabbing a slice before jumping through the turnstiles to catch the Lexington express down to 42nd St in high school. The thin crust, just greasy enough cheese, and sauce with faint chunks of tomato skin were all on point, fugetdaboutit. If you love you some NYC style, do yourself a favor and seek this joint out.",0,y7YskWeE1yRHwRcT3GvsYw
786825,iCQpiavjjPzJ5_3gPD5Ebg,1,2015-03-11,0,cZeeM5yYsdFQa4otbGYWew,5,"Best pizza ever and the price is totally worth it. Nice crust, nice texture, nice crunch and great flavors",1,ZdnRUXbS-QTIFEIEVT_QCQ
786833,iCQpiavjjPzJ5_3gPD5Ebg,0,2016-10-28,0,ST-0azL4iiwq3oxzaRxx6w,3,"Good but not really anything special... located on the 3rd floor next to STK. My bf and I came here before the Britney concert. Don't know what all the hype is about. This is a good place for post club eats but wouldn't come seeking out for it. I got the white pizza and bf got the meatlover. His was super greasy! 

All n all- nothing too special, but it is convenient if you want a quick bite.",2,z6_k0psDg-IO2DhKeogWQw
786916,iCQpiavjjPzJ5_3gPD5Ebg,0,2016-09-12,0,SvRNn6h9d3IPtNOtJ0hdeQ,5,"Okay, the location was truly a ""secret"".  Once we found it, we were very impressed.  It was great pizza. It was a little more on the greasy side than we like our pizza, but it was still pretty good.  If we are ever in Vegas again, we will definitely go back.",0,hb0ZgOaF6Jmd7AqRe5Wv8Q
794219,iCQpiavjjPzJ5_3gPD5Ebg,0,2014-07-16,0,NHTOh-BPClLz09EE51UCyw,5,"The pizza was so good I ended up going back the next day. 
Great price with quick and excellent service.",0,LVXIrwcYc8pS29Pns9VP2Q
799380,iCQpiavjjPzJ5_3gPD5Ebg,0,2011-09-02,1,ktncBfNZvG49BIz6N93P9w,5,"I am a lover of New York style thin crust pizza and this place definitely delivered. At this visit, I tried a slice with meatballs and pepperocinis and a meat lovers. They had the right mixture of heat, grease, sauce and cheese. I will definitely be going back next time I'm in Vegas.",2,ZU8venEyP0AkBGcX4E5cxA
801472,iCQpiavjjPzJ5_3gPD5Ebg,0,2012-02-22,0,THcNTm6OdpgWiHZ8eBYSUw,5,"Amazing and in my favorite Hotel/Casino!!!  You can order a whole pie for your room or enjoy it after a late night. 

Staff is always friendly!  Crust has great flavor to...this is always important!!  The toppings and combos are endless!!  This is as close to NYC pizza as you can get in Vegas!",0,b426q9swl-68RPOYfe11GA
803317,iCQpiavjjPzJ5_3gPD5Ebg,0,2012-11-04,0,qtyi95N7nFNp7OQSbnWI-A,4,This place is not listed on the hotel directory but outbids next to the entrance of the boulevard,0,pgrGVmw8qvGVJFFwMVrMYQ
808635,iCQpiavjjPzJ5_3gPD5Ebg,2,2016-11-03,0,Lz93cZy33NmoOE4G-MJViQ,5,"This was probably one of my favorite places to eat while in Vegas. The price was awesome for 1 slice of pizza. I absolutely fell in love with the Meatball and Ricotta pizza. Got it 3 separate times!! The line may look long, but it's well worth it and they put your ordered slices back into the oven to make it a fresh delicious slice. Definitely a must if in/near the Cosmopolitan. 

Location: 3rd floor down the long hallway. There's no sign (hence: Secret) but have fun hunting! You won't regret it.",2,nnwHpi-_-nXLetdOA3zQYA
809421,iCQpiavjjPzJ5_3gPD5Ebg,1,2011-12-04,0,eJQoaVWPIzn06LIryxsUyw,5,"We tried the pepperoni and white pizzas. The crust was thin and crispy - probably the best thin crust I've had (although I've never eaten pizza in New York). True, it's like $5/slice, but it sure hit the spot.",0,tY6RmwRBjdJ7_-ZF9wNzxA
814713,iCQpiavjjPzJ5_3gPD5Ebg,0,2012-05-21,0,sEZsiZnzZUMPNwzusm97Xw,2,"I've had Secret pizza a few times because I work at the Cosmopolitan and I have to say that I don't really get the hype. I've never tried it when I was drunk though, so maybe that is the key. The slices are big and the crust is pretty good, but other than that, I really don't see why everyone says its ""the best pizza I've ever had"". Its mediocre at best. Try the cheesecake though, its pretty good for being in a small little pizza place.",0,LEG1le5WSUyjkZ4C7F35Lg
816148,iCQpiavjjPzJ5_3gPD5Ebg,1,2016-10-10,0,ub0j21BZTFSj4z35Eymlyg,4,Small joint in the Cosmo But.... Staff was so friendly. Pizza was good. Very good. I recommend this joint for a good piece of pizza. Lines are long after 5.  Shhhhhh. Its a secret,1,0RE8QueCdtgh_zjkbEiNNQ
817927,iCQpiavjjPzJ5_3gPD5Ebg,0,2012-07-08,0,I3tqQZfVbgaf9O4nyE-PkQ,5,"yumm, ask for a slice of white pie or pepporoni pie, after 1am extra long lines

best pie on the strip, one of my best top 3 pies. after 1am geet ready to wait, this is the go to spot for late night munchies after the club to sober up, white pie & pepporoni, are my faves, if theirs more then 2-3 of you are better off buying a whole pie, you are better off calling it in, it is between blue ribbon sushi and some mexican joint ithink on the 3rd floor. another bonus its in expensive $5 a slice and you cant beat that for on strip eats",1,GUnoE4eMWwnB2B777S-Jdg
820105,iCQpiavjjPzJ5_3gPD5Ebg,0,2017-07-02,0,uFjwQBUx1LMHoGRd-5b37A,2,Not sure what all the hype is all about but taste like regular pizza that you can pretty much get from anywhere...,0,3Tl7RpS65vJ6SCZRDFuIcQ
823339,iCQpiavjjPzJ5_3gPD5Ebg,1,2013-01-07,0,gFPRT5K2Q5d_qRQEeih8NQ,3,"3.5 stars

Location: third floor of Cosmo (floor dedicated to food at the top). When you go up the escalator you should see a lounge-ish area to your left (some chairs, etc.). Walk over there. Then look to your right. You should see a short walkway where the walls are lined with old records and the like. Bam! Secret Pizza entrance. 

Pizza: Pizza was a-ok. We got one piece of pepperoni and some sort of sausage and another piece with pepperoni and mushroom. Tasty and thin without being burnt. I can't say this is the best pizza ever (not even close) but a good and (relatively) cheap bite to eat. (""relatively"" because it still seemed pricey to me for what it was). 

Oh! And they have a Galaga arcade game you can play for 50 cents. Warning! The controller has some serious jamming issues, though!",1,_XYkuWDBGDIMllg8upIedw
824966,iCQpiavjjPzJ5_3gPD5Ebg,11,2016-02-29,12,2ZaYqAMdHPeAGwRxj6deVw,4,"Secret!?  This place is about as secret as the fact that Donald Trump has a comb over...

Okay, Secret Pizza isn't secret, but they make some surprisingly legit NY-style pizza.  They serve three kinds of New York style pizza here: red, white, and Sicilian.  I'm still Jonesing for the Sicilian (they were out the two times I visited trying to get a slice); of the other two types, I think they're both exceptional examples of NY's finest.  My favorite of the two so far was the red, with Sausage, Pepperoni and garlic.  Both red and white slices are made with premium, super-sized, toppings and the crust is great tasting, chewy, soggy at all, and shaped exactly the way NY pizza should be shaped.

There are no signs announcing either the presence or location of Secret Pizza.  Legend has it it started out as a room-service pizza source built for guests, but it was decided before it opened to allow walk-ins from outside the hotel as well.

My friend had read about this place on Yelp and knew where to look in general. However, if we had not known beforehand to be on the lookout we likely would have never found it. It is located down a dimly lit corridor with framed album covers hanging on the wall.  Secret Pizza may be hard to find, but once you do, you'll be a very happy camper!",11,q84kKzfAAKOYFfCLrmlajw
825658,iCQpiavjjPzJ5_3gPD5Ebg,0,2013-06-06,0,4l7-UHLh3jKxRoOf9EiXtg,5,Wow! This pizza is the real deal NY style and a not to miss place to grab a bite. I tried several slices and really like the cheese only the best. The white had a little too much garlic for me but my friend had a second piece of it. This brings me back to the best pizzas in NYC.,0,slQt_aew4_N1-h04CfFbeg
828732,iCQpiavjjPzJ5_3gPD5Ebg,0,2015-01-06,0,P7K_d-Ekdt7lv57hBRADoA,5,"Great New York style pizza by the slice for a decent price on the strip... The pepperoni pizza was awesome with the crust being the best part. It is kind of hard to find as its location is ""secret"" but this just adds to the fun if eating here. There really isn't much seating in the restaurant area but it's adjacent to plenty of comfortable seating in a lounge area of the resort.",0,q9nivEEGlEJGXrEVwXoczw
848372,iCQpiavjjPzJ5_3gPD5Ebg,0,2012-05-15,0,MWw5PP-eTl8L5Kbd-lEgyw,4,"Classic NY pizza. Great crust. Hard to find, but worth it!  Second floor of Cosmopolitan on The Strip.",0,-oJ8W-nCOA7aaGoFHsxxEA
849161,iCQpiavjjPzJ5_3gPD5Ebg,1,2014-02-28,0,QRYP40Q5jl0uc33JKojD0Q,5,Great spot esp if you need a quick snack post drinking and gambling. A little pricey but it's the strip!,1,QnP8IkUesnfzwf00vrc5Kg
849331,iCQpiavjjPzJ5_3gPD5Ebg,1,2011-09-14,0,5TyJwjulyuyGYSVmwnVaSA,4,"Overall: Great pizza for a steal in Vegas.

I would have never known about this place if it hadn't been for the nice concierge on the third floor of the Cosmopolitan while my mom and I were wandering around. He walked us over to this huge door and swung it open to reveal a hallway with a pinball game and loud rock music. 

The set-up is similar to a NY pizzeria in that there are no tables, just bars where you can stand and eat or grab an empty stool. I ordered a cheese slice for $3.50 which is unheard of in Vegas. The slice was really good! We went back there a couple of times during our visit when we didn't want to spend an arm and a leg for a meal.",1,8QWPi3IJwj9UoapUysJpOA
849829,iCQpiavjjPzJ5_3gPD5Ebg,0,2013-01-11,0,w5_NSV_GBc8gwuZTu_CF4w,4,"Pretty solid pizza joint. Now, let me preface, I am staying at the Cosmo......would I trek up and down the strip searching for this place if I wasn't staying here?? Maybe. I would say if you are in the nearby vicinity and have a hankering for a decent pie that wont break the bank this is a great place to check out.",1,u3czK0JqHZEMcsLEwIC5Ag
858406,iCQpiavjjPzJ5_3gPD5Ebg,0,2017-11-08,0,pSbjK6T22mdJh26K4emy8Q,5,"We ate here three times, about 11 AM, about 12 PM, and about 9:30 PM on weekdays.  We never had to wait in line but there is limited seating.  The pizza is amazing.  $5 a slice plus 50 cents for each additional topping.  Soda is available for $4 with free refills.  The service was friendly and fast each time.  I tried pizza in two other places - Flamingo (gross) and Flour and Barley (good, but not amazing) and found Secret Pizza to be the winner by far.  If we are anywhere near the Cosmopolitan again we will be back!  Cosmopolitan Hotel 3rd floor unmarked hallway just to left as you get off the escalator.  I had no trouble finding it.",0,SGsNdg-Jo3gDLQ7eTxHcTg
859028,iCQpiavjjPzJ5_3gPD5Ebg,0,2014-08-09,0,-sw2UylfJa9zYcI2Ch-fRw,2,"Pizza is good... 
GREAT Marketing.
I think it is a bit pricy.... but what do expect from the strip... If I am nearby and hungry.. sure I would maybe think about it again...
but lack luster service.. red solo cups for drinks.. no seating.. and at best ""ok pizza""
its memorable.. but not for the way you would expect...
it is probably the best value at the cosmo.... Not bashing it.. just not impressed either.",0,9-Pu3yBJ6cBBp4Ar1ivI8g
859046,iCQpiavjjPzJ5_3gPD5Ebg,1,2015-04-27,0,XobkYjuCWfx_ijG_S2AQdQ,4,Typically a short line and the cheapest good food left on the strip. $5 for a slice of white pizza and their draft beer is cheer than anywhere else I've found on the e strip with food. Overall good food and good experience,0,43IdB0haozZPkU9UZUO0iQ
859207,iCQpiavjjPzJ5_3gPD5Ebg,0,2015-01-18,0,5suXyO1yFLtBfAvBZrbC-A,4,"The pizza was very good and huge slices but a bit pricey for pizza. The staff was friendly and helpful. To say the least, it is truly a ""secret"" to find them!  We had to ask a few people and walked around lost for a bit but did finally find them. They had a lot of selections to choose from and our pizza was tasty.  My only problem was the lack of seating. We had to take our pizza out in the outside area to find a place to eat.  It is a tiny space at the end of a hallway and diners stand up to a counter to eat.  Those areas were occupied.  I would eat there again but hope there would be seating next time I get to Vegas.  We were there November 26, 2014",0,KCCMVCGdq50i7YewnT8QsQ
860891,iCQpiavjjPzJ5_3gPD5Ebg,0,2016-04-14,0,Tsv0KQsXmEveODQICjuYmw,5,"NO JOKE, an absolute must visit when I'm in Vegas and should be for you too! Take the escalators or elevators up to level three and just to the left of Jaleo is an elevator and the unmarked entrance to this place. Go inside, wait if the line is halfway down the hall. Longer? Try to come back but MAKE SURE YOU DO! Delicious thin foldable greasy NY style pizza. I get a slice of white and pepperoni but try any of them. Have one for me!",0,TCoUSztCxLLPH8tXhNLIKQ
861229,iCQpiavjjPzJ5_3gPD5Ebg,0,2012-12-24,2,89UllVCbaHoWt7nDeIlQZw,5,"This place is literally a secret.  It's not on the map or directory at the Cosmopolitan Hotel nor does it have a sign above the entrance saying ""Secret Pizza.""  It's on the 3rd floor near the elevator.  Enter a long hallway and the place is literally a hole in the wall.

I came here with my boyfriend, and I had the impression that the pizzas would be more unique.  The pizzas are pre-made and each slice is popped in the oven for a few minutes as you order.  We asked the cashier what makes this pizza so great, and she replied, ""It's just good pizza.""

For $5, we shared one slice of the white pizza, which is topped with ricotta and mozzarella cheese.  I never had an orgasm in my mouth from pizza before, and needless to say, my boyfriend and I should have gotten our own slice.  After devouring that slice of pizza, we pulled out another $5 and ordered a slice of sausage pizza.  That was also very delicious, but I prefer the white pizza.

If you come with a large party, it's best to purchase an entire pizza to share since it's cheaper that way. 

Dominos and Pizza Hut just don't make the cut anymore.  This place is truly a treasure serving just really good pizza.  I wish there was another location in Orange County so I can fully satisfy my pizza cravings.",2,cbWSqHDjXQ0MWNyODhRm_w
861302,iCQpiavjjPzJ5_3gPD5Ebg,0,2015-09-29,0,S1LodSTel0708z_9pbU3Lw,5,"I eat out 14 times a week, all over the U.S. I think it's time to start giving honest feedback; helping others make informed dining decisions. 

Takeout only:

+Pizza is great. NY style
+The white pizza is freaking awesome!
+Very casual
+I only stay at the Cosmopolitan and I have a slice every day I'm there. 

Overall Score: 96% out of 100%
I highly recommend this restaurant.",4,hbv9lsQW7Hgtv8qp5QLZrQ
865776,iCQpiavjjPzJ5_3gPD5Ebg,0,2016-12-31,0,B6al08JpuV-hIGhfu-iDxQ,4,The location is really a secret. I mean its inside the Cosmopolitan tucked away that we had to ask a few people to get there. But its gem of a place. The Ricotta and Mozzarella Pie with Jalapeño topping was too good. The guys working over there were very friendly.,0,dGuOVCfGNePI2CLCRkCAgQ
869660,iCQpiavjjPzJ5_3gPD5Ebg,0,2016-07-18,0,o2_yg2RoEY4TiL2h1Fn1AA,4,Had the banana pepper and sausage pizza.very good....The crispy crust is a perfect cure for a good hangover,0,dRAMzraeziw6S6vonDMqFw
874071,iCQpiavjjPzJ5_3gPD5Ebg,0,2017-03-24,0,PWkaDOFIl5ZiDz8gO9Au8g,5,"Amazing!!!!  Best NY Style pizza I have ever sunk my teeth into!!!
Hard to find, but once you do you will be excited!
Hint Hint!  It is right next to the glass elevator on the 3rd floor!",0,XlZei5vY1sLJHVGh2aOUpw
874996,iCQpiavjjPzJ5_3gPD5Ebg,0,2016-03-14,0,0et_1jNz1dDl2udK4ISrOQ,5,"So yummy.! Not hard to find, the great variety of slices tops it off, hopefully next time I'm there I'll be back for a whole pie.!",0,SMg0wYTX4xf7Dl-cw2_82w
878286,iCQpiavjjPzJ5_3gPD5Ebg,0,2015-11-01,0,3TbdASLbYv5Iy8mUBJylsA,5,"We were starving when we got to Vegas. This is the first stop we made. This place is hidden, no signs at all. Located on the 3rd floor of The Cosmopolitan next to the Asian restaurant, there's a small opening. You'll know you're in the right place when you see the wall of records. The staff was friendly and there several kinds of pizza to choose from. Great drunk food, but also great pizza in general. We will definitely be back!",0,EqXQhu2h96hEPKJEpDZaCQ
880068,iCQpiavjjPzJ5_3gPD5Ebg,0,2016-06-24,0,Sp0tEDxgE-UTd1-NdgwKKg,4,Pizza here was delicious even to a very hungover tummy! Price was super reasonable considering being in the land of over priced everything. It was definitely unmarked but like previous yelpers said its not very hard to find. It's right next to the sushi place and the elevator on the 3rd floor. This will definitely be a staple in our future Vegas adventures.,0,3g8wmfpJxwypxnZM6xvx3A
880124,iCQpiavjjPzJ5_3gPD5Ebg,0,2014-07-28,0,ka0rCfASJ5t8XgxpNJsEPw,1,Highly overrated unless you are drunk individual with no life experience. Bad service and the pizza isn't as good as most people describe. Look at the people reviewing this place and when they are rating. Typically late at night after drinking the night away at Marquee since it's practically next door. Don't believe the New Pizza hype for this place cause if you have had real NY pizza IN NY then You'll understand,0,uhAbvGOS_JW6h_kaiGt7Gw
887464,iCQpiavjjPzJ5_3gPD5Ebg,1,2016-09-10,0,IoVrYyIQJGIJC56NPCSEHg,5,One of the closest to NY style pizza in town. The white pizza is sooooo good. It is always busy so go early and plan on waiting.  It is definitely worth the wait. Not much of a sitting area so plan on standing or taking it to go. Yummy.,0,ruvLZewbhZ1if0bM3NFWog
890416,iCQpiavjjPzJ5_3gPD5Ebg,1,2015-03-31,0,_j327eAHJ0YEMnK7NZn4Tg,5,My go-to snack place when I'm on the Strip because it's delicious and reasonably priced. I like the one with white sauce and garlic.,0,EONjRYQuftQCZE2nTAEK9w
897511,iCQpiavjjPzJ5_3gPD5Ebg,0,2017-06-22,0,_G8uWyn4p844w0hCdEWKeg,5,This pizza is the best pizza on the strip and Veda's. Period. Amazing dough and ingredients if you're picky like me and want quality then come here,0,41M2ATl8PUatgOsQ8HXcig
900886,iCQpiavjjPzJ5_3gPD5Ebg,0,2014-08-01,0,ukqY2TyRcuUzr55INIco2A,5,"Great pizza! Fast and inexpensive, not 2 things I've found anywhere else in the Cosmopolitan Vegas. Love that I had to be shown where it was, because it REALLY is secret. I had the sausage and pepper pizza and loved it. Also loved that a slice and a soda only cost $9!",0,-eLiFAGp94Q8SccTOq2zgQ
901938,iCQpiavjjPzJ5_3gPD5Ebg,0,2013-06-01,0,D9bffGs3Obo9Q7z8Y9XdtQ,5,"Best pizza, i've ever had!!  We waited in line for almost an hour and it was well worth it!!  I will DEF be coming back!!!  I had white pizza and a slice of pep, both were delish!",0,MGHHCl-sWvT7QPCfm7zwww
905054,iCQpiavjjPzJ5_3gPD5Ebg,0,2015-11-14,0,a0oGccgEKzmaqFzoMX6Ixw,3,"Visited this pizzeria after seeing the high ratings on Yelp. If it wasn't for other reviews on Yelp it would have taken us a long time to find it by ourselves since it is not listed in the directory and there were no signs. However, I get the whole ""treasure"" hunting idea, which is unique, but when you are hungry or have a tight agenda you don't have time to spend looking for food. Just in case you don't know where the pizzeria is, it is located on the 3rd floor in between two restaurants. We came around 9:30 in the night and didn't have to wait long. The options for pizza are limited but it is good in size. The price is fairly high about $5 to $6 plus any additional toppings for a slice. But you have to take into account that this is Las Vegas!",0,LhS42m_JNtYv0lWIJxjywg
905766,iCQpiavjjPzJ5_3gPD5Ebg,0,2015-08-17,0,va01r90rcH30gIutkEVvvQ,4,"Two words: White Pizza. 

I'm pretty picky about my pizza being from Chicago but the white pizza at Secret Pizza is probably one of the best slices of pizza I've ever eaten. It has just the right amount of garlic and the fresh ricotta cheese just makes the pizza. My friend and I stumbled upon this place in March and when we returned to Vegas in August this was on the top of our must have food list. The pizza was as amazing as we remembered.

We did split a piece of one of their other pies because they only had two slices left of white pizza when we ordered and we weren't very impressed. It was just okay, kind of flavorless. Definitely stick with the white pizza. You won't regret it.",0,X9KpoYrbY9GgcI_7wvQdzQ
910048,iCQpiavjjPzJ5_3gPD5Ebg,0,2016-12-27,0,lUYKFI7rH_YwWmfuGpvfQg,5,"My best pizza place in Vegas so far!

If you want to sit down and enjoy meal - look somewhere else, but if you are up for a quick tasty bite - don't miss this place!

It is a little hard to find at first and does not have a lot of place to eat, but definitely the best pizza for your money!",0,0cj4EZZSP-wgA6iVgQIfVg
910514,iCQpiavjjPzJ5_3gPD5Ebg,0,2016-12-18,0,sQB6UAuIBl6USGL4xVD3Jg,1,Good pizza but I have never been to a place that takes more than 20 minutes to get a slice of pizza. If you are that popular then take a business class and expand the entire place. Also get more employees to get the work done because the 5 people is not getting the job done correctly. Know how a business works and do everything you can to satisfy your customers.,0,b3fa0FIWnCce1SwH2UHs-A
912063,iCQpiavjjPzJ5_3gPD5Ebg,0,2017-10-29,0,bT3B-GCyPmyHtu2Nk_HHpQ,5,"Perfect after a night out in Vegas, if you can find it. The pizza is awesome and the staff is quick and friendly. I'll be back",0,iS2Wi4V3a6gxKvaB2rf08A
912753,iCQpiavjjPzJ5_3gPD5Ebg,0,2015-02-10,0,B-GCa2kgl5Rf1ZSihMJYAg,4,"Let's  be clear on what this is: it's a pizza-by-the-slice place, in a high-end Las Vegas casino.  For anyone coming from New York, the pizza will be no better or worse than your average local, while for anyone coming from anywhere else, it'll be pretty good (not great, but pretty good).  The price will be several times as high either way ($15.25 bought me a cheese slice, a veggie slice, and a diet coke), but again, you're in a high-end Las Vegas casino, and the extra $6-10 seems worth the hassle of not having to leave the strip.  Heck, compared to the $7 cup of Illy coffee and $16 sandwich you can have downstairs, or the $35 you'll spend on on a room service club sandwich (to say nothing of the $100 for mediocre sushi you can pay at Blue Ribbon next door), a satisfying, no-nonsense lunch for $10-$15 is the biggest bargain you're likely to find in CityCenter.",0,xfElRxZGZNfOpv6jwep6Cw
914034,iCQpiavjjPzJ5_3gPD5Ebg,2,2013-02-21,0,jeSfhzuv43PEZ-HJLuwsfA,4,"I love how this place is ""hidden"". How fun!

The white pizza is amazing and great for a quick snack or meal. Not a bad attempt at a New York Slice!",1,hO5buE6keQkY0Hi4gqTpew
919369,iCQpiavjjPzJ5_3gPD5Ebg,0,2014-07-08,0,ukYKhg-D8icBZAOlZgOtPg,4,"After living in Chicagoland for over 35 years, I can say this is some tasty pizza. I've been here several times after moving to Las Vegas and I can not stray away from the white pizza. Garlicky and cheesy goodness. 

Their pan pizza is mislabeled as Chicago deep dish. A big chunk of dough with cheese on top. At $8 a slice, it's a joke. I recommend buying two thin slices instead. 

Service is spotty, but what can you expect after serving hordes of drunk tourists for hours on end. A great late night snack on the Strip. Savor the flavor.",1,rZvBlC4yHQZtodZBsxb3nw
922525,iCQpiavjjPzJ5_3gPD5Ebg,0,2013-09-21,0,JR_Rii-V8_VWXqdFZApurQ,4,"Delicious - 30 minute wait for a whole pie forced us to grab by the slice ... Not optimal, but all slices were delicious and great, fresh ingredients.",0,mm6sUn19uzpyHGBp9hmJnw
924053,iCQpiavjjPzJ5_3gPD5Ebg,0,2012-01-06,0,g5I6b7KbHXBwNBjVhPpknQ,5,Great pizza. Reasonable. Get the meatball. Rather hidden.,0,MEHqgfRIIjP3u50TwXv-Rg
928162,iCQpiavjjPzJ5_3gPD5Ebg,0,2014-10-16,0,KZSULB7mEj5764P3OuYNlg,4,"Damn good p-za but, fyi its only one $ relative to the location. 6$ a slice? But if your drunk hungry and close, then its definitely worth it. Cheers",0,uz3Wxi4xMOMK6mtjGPdixA
928255,iCQpiavjjPzJ5_3gPD5Ebg,0,2017-10-05,0,Zs_a3zNxOO1yuZNkbtto7Q,5,"The best New York-style pizza in Vegas, on or off the strip. I know, that's not saying much... but yes, that's including Grimaldi's. Five bucks a slice is a bit steep, but hey, it's the Strip.",0,JV0asALxmnJGmnfrHul0tg
938257,iCQpiavjjPzJ5_3gPD5Ebg,0,2016-08-16,0,bLeDiQRn-Bh_o4Q9X9nRTQ,5,Love this place... This is truly the closest you'll get to New York quality pizza... when I'm home sick for NY pizza this is where you'll find me...,0,QLSblKaXCASk_geLhVDkNA
938587,iCQpiavjjPzJ5_3gPD5Ebg,0,2014-12-14,0,cCvv8_J9fhIVWDYYXUaz4Q,5,"This place is a hidden gem in the Cosmopolitan Hotel!  Walk down a little hallway on the third floor and discover this treasure!  It is not mentioned or listed on any signs posted in the hotel, hence the name Secret Pizza. We ordered pepperoni and sausage, a white pizza, and a mushroom pizza for a party in a suite and we were not disappointed!  Delicious pizza!",0,SaTtI5dbtSpYp3dD4SMhFQ
941355,iCQpiavjjPzJ5_3gPD5Ebg,0,2014-09-04,0,-AMFdUifx5W0VoE-emgbCQ,4,"The hubby and I both love this place. We've taken many friends and family here when they've come from out of town and everyone loves it. The pizza is great but i think they also dig the novelty of it being a ""secret"" place.

The white pizza is my favorite (is that what it's called?). My only complaint and the reason for not giving it 5 stars is because it doesn't taste too good cold or reheated the next day. I mean, who doesn't love cold pizza for breakfast?!? With this pizza its hot out if the oven or not at all for me.",0,3xO3nx-p5xbBgWJImDAlLg
942259,iCQpiavjjPzJ5_3gPD5Ebg,2,2015-10-16,0,00PBcAYYZO_rP-6h7WPrGg,4,"This place is a HIDDEN gem.  Its so secret its not even on any of the maps or signs in the hotel.  The pizza is really good and made fresh if you want a whole pie and warmed up if you want by the slice, even warmed up it taste fresh.  They don't really serve drinks soda by the red cup, red bull , and a couple of bottled beer selections.  They have water which is serve yourself by the cup.  No tables all standing bar type set up.  The white slice is delicious and garlic tasting not overly but great flavor.  The pepperoni is also very tasty...next time going to try the sausage and pepperoni.",1,4MxAMCUkXczpFcdhm3Gqag
947091,iCQpiavjjPzJ5_3gPD5Ebg,1,2013-08-07,1,fYO_ddTm6IMHLdxa8Oj1hg,4,"I've known about this not-so-secret establishment for about a year but was never afforded an opportunity to try it out until this last weekend.  After being bumped around and not being able to dance with my wife across the street at the Gallery Nightclub inside Planet Hollywood, we decided that we were at wits end and that pizza was the only thing that could make the night even better.  I suggested Secret Pizza to her and we started our trek.  We made a short jaunt to The Cosmopolitan and started our pizza pilgrimage.

The Yelpers before me did an excellent job at describing where the place was located and that helped a great deal because it would have taken me a while.   Secret Pizza is tricky to find because you're essentially looking for a hallway.  Once you get up the escalator on the third floor, you walk a little and turn to the left.  When you see the hallway, just walk toward the end and follow the incredible smell. 

I've had good pizza before as I've had it in just about any locale you can think of.  I've only been to NYC once and I remember how good it was there.  I can say with pure certainty that the ""White Pizza"" is quite possibly the best that I've had anywhere and that is monumental since I have this weird obsession with ranking EVERYTHING that I eat. 

If a long wait isn't too much of a deterrent then I can't recommend this place enough.",1,acIm1t76GjS63KxT0c2G2g
947104,iCQpiavjjPzJ5_3gPD5Ebg,0,2012-04-02,0,CI0v5lsS5prgzd-eHFwO8w,5,OMG this pizza is amazing!!!!!!! I have no idea why it is soooooo good...maybe because it is simple but its so delicious that I ate here more than any other place. Every time I go to vegas from now on I must stop by this place because I've never had any pizza this good in LA. It literally tastes like the pizza from teenage mutant ninja turtles looks like it should taste. The cheese is amazingly like stringy but does not take all the cheese with it to burn your mouth and the crust is light and airy with a satisfying crunch....do yourself a favor and try this place out!!!!!,0,W5kqNkmgPWGtzVq-5FdATQ
947357,iCQpiavjjPzJ5_3gPD5Ebg,0,2014-08-03,0,cciWueGEJCD4i0hCQFxm2g,4,"Good-tasting, good-sized pizza. Perfect late night munchies! It's easy to miss, though. Look for the pool table on the 3rd floor close to a gallery with some nice wood furniture around it.. It's right down the hall.

The pizza was delicious! And not just because I was drunk:)",1,tmE7MbhMyE8Nx-TrvZMHyg
953876,iCQpiavjjPzJ5_3gPD5Ebg,0,2014-08-30,0,Mew8Jmig2fPca2pZ7IqPXw,5,"sooo good! We got there at 3 am something the line was so long. About 30 mins in we are getting antsy and saying maybe we should leave is it really worth waiting this long? It better be worth it! Next thing we know people start walking by with whole pies opening their boxes wafting the smell in to our faces saying oh yeah it's worth the wait. I think maybe an hour later or longer even, we finally got our pizza. We were starving at this point and ordered a whole pie. Half white and half pep and olive. We walk back down the hallway and everyone is cat calling our pizza. I felt a little guilty because I knew how long those people have to wait but not guilty enough I just kept it walking with my pizza ;) the white pizza is amazing!! I honestly never cared for ricotta but I don't know if it was the alcohol it just tasted amazing the dough is perfect. I was worried because some friends had it their 1st night here and said it was too greasy. I did not have that problem at all or maybe I can handle the grease a little more. The white pizza was absolute perfection.",0,g3QK3UBpAGXsjYAfur7e9A
